Merchandise trade (% of GDP),1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Suriname,98.5402541172083,91.0060620912602,88.4058237801932,90.0909119204546,100.165475397187,104.399512503988,97.5598912820013,99.478230218228,92.4523848515083,97.1428832172086,99.0618309262335,99.0855656919867,98.0791074273968,98.2787774883881,120.933263789307,101.590298365336,100.606376719447,98.5109738439016,93.9844269390772,97.4777541786362,114.299290076433,105.206679596162,91.9660696560762,84.7450755942876,72.5030365004434,64.1843677047003,66.3114467444468,54.6512212464564,58.4288042971525,178.473796617191,236.546978289216,198.073595921801,230.598116447313,195.544966802454,144.143958394754,153.112045604728,108.606230681407,146.190730067532,104.550266108185,93.5123912064393,103.680451098271,113.168171517038,89.1133220486535,105.582042769294,108.903360450546,114.112643333333,102.603401128012,99.3220928184282,99.4049475935829,83.0358655462185,,
Swaziland,96.5592957207806,87.7098159630136,94.3258633290998,105.218122538245,90.4362434647378,113.287535934809,113.989758619194,140.937179714553,128.860426402929,106.268901301254,116.906204446871,106.092666442552,102.801154553795,92.060092187609,119.330563689592,129.299422066218,140.566620098212,114.00969050899,149.040397225965,161.841430696777,182.830105221044,171.130484486559,157.700463832272,153.701462178633,135.424344248328,136.913786610712,139.701530213822,146.811717575684,141.405602610004,155.313917931332,109.329119188817,113.017992568193,117.052174091517,114.286370144651,120.267546948834,110.302258525868,118.848980791476,118.03240975623,130.374962707895,129.521036851972,128.308365189214,161.780963876557,162.066185633843,170.268058071385,160.039373299001,142.02358049859,125.851354615436,121.978241646642,112.591330954958,103.399504631563,87.8946894231719,
Sweden,36.832566019413,35.1335464370215,34.5334085322841,34.7972139943471,35.6295291512973,35.8894880554325,34.9713793896401,33.6029293820067,34.4370790139748,36.6644609508617,39.0751604984485,37.6109343661787,37.0965258521547,41.8527634056318,53.1693686200794,45.2175435443885,45.8277204918984,44.6678255318392,43.6568530433018,49.1263907562256,48.7216481793118,47.7032587312901,51.182389773391,54.8082841671295,54.9493155374825,55.5012954227688,49.7144916655111,49.6818472131799,49.2183251425698,49.1937454729294,45.7436523693886,40.8151054346425,39.7464529010436,45.8562708253712,55.7490271585404,57.3462802481246,54.9258879722102,58.5963451247499,60.1320839858145,59.2973181832614,64.7141231695782,61.0682137408591,59.1542726940396,58.9884566135311,61.7801773544787,65.4808721651701,68.9944069391008,69.6290407114337,72.3693507174417,62.1031960013098,66.9550734047194,
Switzerland,42.694404459963,43.6876282759187,43.4374367781041,42.7663222247466,42.6433885292301,42.8993993752683,43.3044573918804,42.4756730666325,44.3939183954274,47.6222362765814,50.0255949710497,,,,,,,,,,60.0559036987108,57.3787186675346,53.0425718179965,53.3174682383967,56.4406224834374,58.4355973139809,55.0542396851896,53.8502882984799,55.4187953666299,58.8204230624224,56.0276646698778,53.1124658759912,52.3547115689239,50.8062978182806,51.2014070766984,51.2100590282002,51.8359928412689,57.4902352714031,58.3019404153331,59.7129368572148,65.229604199179,65.1971314478471,64.2048272243218,63.087970866467,65.7435723181137,69.1329060412725,73.9342779442616,76.7669987080181,76.3753670093912,66.601195025009,70.337338020023,
Syria,41.1028544995739,32.677454648928,35.8129142490819,35.3249125033706,30.7316726367977,25.9408641360625,34.4512616926791,26.5403172276278,27.4222091850135,25.6741659738682,26.3237379991866,24.4641807305368,27.023493140997,29.7438660904713,38.9378765128175,38.3087207795593,45.2879662237582,49.008763348721,37.9330776772158,50.0853894946897,47.7093793460866,46.8868834905155,37.1435986049238,36.7555413567844,34.1025635762139,34.1816367445254,30.4892514395496,33.5851316665294,33.5821667447228,51.4543400495972,53.718432275217,47.728235611303,49.6696515423718,53.1908601298796,84.1136453000488,72.5823722579798,68.0152187789948,54.7664382148987,44.6356731587313,45.9623094841605,43.7185446675578,47.3937382758841,51.0795518133812,49.6665985860619,62.9375358555202,67.8133212651301,67.2239356882066,64.8455292775492,63.7381686290597,48.4779136685997,51.3973368161338,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.89024865667,126.672410221882,137.945164268598,162.175100558619,98.8541504878733,124.520581047954,169.658881034098,123.800164799597,119.481084097351,107.970685381925,101.447453620857,96.8291762222921,110.29468710781,105.471240025192,90.6993818149617,71.9121938127334,72.6064116575592,
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.5276987344604,30.654963867669,31.887357624111,37.8283700921633,41.8566925702052,45.7288895932361,44.8474634331142,44.8504996860645,33.4351437206116,27.1997861530189,21.850810541313,21.644004895771,22.1652012142878,24.6861361005907,24.4307579700811,28.6578848772649,32.7884371468037,35.1165958057945,43.0097030550767,44.9534258349431,49.049277138783,43.6958437401909,50.2605183334134,
Thailand,31.0783450904963,31.7067571281189,30.3422912980991,30.6462246145114,32.8726695707924,31.081188896307,29.6909162602001,30.9976049364232,29.8707644401472,29.2073890914924,28.3453200711671,28.7281219366319,31.373316912648,33.3313536303955,40.7747248799946,36.8752585144247,38.5783307776304,40.9851458024541,39.3280303585698,45.5064632151228,48.5851390221113,48.7458566934248,42.345166452591,41.5929972460334,42.6124462729698,42.0634982086352,41.8708829399642,48.8310722652381,58.7637642470807,63.4581673041794,65.7498277804287,67.1829719975923,65.640374705539,66.4311182852566,69.1021658344,75.7208025343725,70.3790418500322,79.6784711143943,87.0975331708844,88.7076809377524,106.727020273977,109.861475986568,104.631324097909,109.469863630357,118.17171653522,129.918707536573,124.823133832055,118.971851324762,130.972635636713,108.571123074954,118.584956903241,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.3398253861652,49.618170061429,35.3086420092407,33.4280108381215,48.0380985169359,56.551985400665,50.7665551839465,44.9005706134094,
Togo,33.5712779596139,35.5397008338416,33.5779528291533,33.0111452503074,43.241923742219,38.7342024249971,38.6817167457255,33.3806739425261,35.3455636385467,37.6746893836705,47.1568276848385,42.1405309870098,40.2490064919193,39.783642133208,54.93490711873,48.7044251954384,46.8904593781271,57.0670818411967,82.956910167796,82.6597191377517,78.2364443620567,66.7115376601139,69.4970442025421,58.1138310187083,64.4717897940716,62.6996422060644,48.6365805493802,53.4791482941029,52.8700260521956,52.9951018929489,52.1360343555203,43.4377318650076,39.5164890875643,25.5369207223124,55.9720884647382,74.2336802073223,75.4105648626747,71.3166167254138,63.5020327299844,62.6866867486682,69.5954228079227,68.5224845245165,68.9644636042462,78.0580670798869,71.8579860372042,81.3344369884846,77.8549174378948,75.8485947626136,76.1648832663305,73.1329943239058,74.5227161569828,
Tonga,,,,,,,,,,,,,,,,70.3951868401638,60.6093017562689,78.1902966619883,74.6156038659049,80.883489763283,84.491052530306,77.118328009896,74.1120716421813,70.6493583386373,77.8230047397249,76.591781204214,68.9191440977838,66.1220710409218,58.130122335184,59.2412298726043,64.2810350920112,54.4624647049215,54.7180489812719,55.5997287003704,42.8329743611794,44.927840818594,39.1650431600155,39.1223168120332,40.8083233577602,44.1774388363487,41.8824277798212,47.9900048075692,57.2291107858868,53.5268649193548,50.182591900391,50.3225427262996,42.6794838493163,49.5198785204808,50.8376198244379,48.9224458457188,51.3879923247128,
Trinidad and Tobago,108.417776663874,117.451210047247,112.772042152835,110.699422813883,117.14199791567,118.690177524001,121.931102740903,112.302208743186,117.499016681998,122.760523613963,124.724708883124,133.042005785195,122.154825288306,114.287584516565,190.108528882016,132.64924390725,168.918368751295,127.398688154977,112.474315689335,102.446183302459,116.342939904988,100.537784662156,84.733127352297,63.2712614246818,52.7580215079009,49.7830819344553,57.0670383103098,55.8803585877138,56.4622922046654,64.7693039225882,60.5555909752572,68.0984571282209,50.5231509283922,68.1622943432039,60.6605023355782,78.2291699837897,80.6314694481079,96.4140773526863,86.9829925012005,81.4366202472996,92.9814379425813,88.9417883020367,83.5121179029389,80.7194897255499,88.284563432091,97.8306568904074,112.351288999537,96.8745897300159,104.086861338208,81.5954375437093,83.3093808091053,
Tunisia,,37.0520093038575,37.764035954326,33.991156952244,36.7846971778982,36.898025177782,37.4949908508692,37.79825,30.9439626783754,33.4820067926757,33.9068290100582,33.3666516886064,34.9064799587822,40.4211975332233,57.7984870777878,52.6539412874698,51.4028029901707,53.889830587618,54.6978971415918,64.5400613004791,65.6292359836181,74.6394954348871,66.4655345100325,59.3613890016055,60.1848206599713,53.4470954504652,51.5536208871013,53.3993936754073,60.2597418192735,72.3034993065621,73.5441996357148,67.9781856876829,67.4311605305783,68.5607256359544,71.8824646827454,74.1894046376336,67.4722122278575,64.9415112842909,64.6138580203404,62.5270071061663,67.139310782988,73.2347352770708,70.8691198211007,68.9784044745613,72.1626123691698,73.3222712617325,77.6724680578109,88.0075892573931,97.9468162871362,77.0674261976797,87.2510404286468,
Turkey,5.63717741852077,10.6509785427424,11.2186921093347,10.1980451455232,8.48629715932482,8.67038413554104,8.56143085193025,7.70542716194393,7.2004,6.87344178082192,8.98978117048346,11.3639858969072,11.9796317883085,13.2294725274725,14.9151484590561,13.755926583928,13.8236961771137,12.8657292814541,10.5718722624692,8.2005425146683,15.7291928268268,19.1948143779268,22.602368588094,24.2597555768097,29.8233488959908,28.706796834352,24.5114060294483,27.9307340418271,28.614413636733,25.5890826085599,23.4018237002882,22.9347945785933,23.6261348545046,24.6737799539636,31.6596108740884,33.8352547977695,36.8374682176416,39.4132474499689,27.0696219643829,26.9303719277147,30.8657244885921,37.1076721608619,37.6774100624097,38.478864533243,40.9793014464575,39.390878157608,42.4017630303881,42.8544025142337,45.7310178097212,39.552433947349,40.7866095620458,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.149261428454,130.729305493486,126.508765819111,91.0172515271913,60.2527992908376,108.745032310308,147.762428341146,140.03732190068,111.384305493164,102.786467132396,105.142305608236,97.3673944687045,94.5357062603928,99.1072044444444,91.0395085910653,63.2689919855514,60.4978772674643,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.3587704555506,48.8070112284788,53.0659618573798,70.5013231659959,75.9881522396078,53.2301806508,45.2768123481383,60.4751056494402,78.8013698812267,59.5760866798343,35.9396374177556,25.7385960714232,75.3556810947862,42.3830092502416,52.4857310215558,58.4969186748563,54.8433367248684,55.8362274591382,89.7628308136572,54.7501604686912,51.9922868115032,
Uganda,52.0903806342701,52.1202803520542,50.9971854443586,56.2404024571808,58.1957518771658,41.5077477986486,41.4225906530866,39.1130155352111,36.6921727771942,34.878667983071,36.0490057327502,35.9594964625147,29.8447928836893,26.6530277260204,25.1693587723058,19.6712045582972,21.9096964001144,28.2468349358974,24.8634354902454,29.54177721158,51.2610375941058,43.9691916548269,33.3409873708381,33.4325249218866,20.5495698180975,20.2858474641188,18.9384084419884,18.6138596563599,17.7909380835617,10.3288537750298,10.2220994672221,11.9215015800555,22.642504230017,22.170889139718,32.1769791012824,26.3385637124925,29.4147555842458,29.8436836348972,29.1124314586705,31.0240956038038,31.3054543941427,35.0060046870757,24.6073380665076,30.0882338847437,29.9676740336774,31.0365108464497,35.2753954519956,40.5338545744852,43.2811263918438,36.795552417247,36.2250868349316,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.063136588297,59.3439213176535,71.8253604299559,62.5319042656721,65.212240110658,74.1846925913461,91.2591367293029,84.2950604828836,82.4050802621673,91.9293538025914,95.0369777724977,81.6845269904769,77.4053124764542,77.014337526761,84.7200743247234,72.7378846766556,81.4830440514267,
United Arab Emirates,,,,,,,,,,,,,,,,67.5684465847244,66.9995559597155,59.0676382339889,60.9710753725454,66.030790796976,70.4515652050088,64.9174481494892,60.5284309313655,58.8599156729783,56.0563185945785,57.4554255373773,50.2657170665262,53.8849778577297,56.682612998947,66.5766375233603,68.524675961066,74.0647838527502,77.7408625099695,83.7992168583821,82.9226171833028,79.3105309908656,92.2871010619096,94.5336205361474,87.7782315182674,80.7558848802075,81.317084814016,82.959946311384,86.3400964507728,95.8683394095633,110.319424996515,111.806257263587,110.597973405246,120.523072279868,132.196150030449,123.920353428629,127.667375967778,
United Kingdom,32.6888405907307,31.0359194634881,30.1878591385154,30.695744139142,30.8880412028521,29.7602934365495,29.3515624652314,29.0448249668351,32.8747855437539,33.3747275644725,33.095446859606,32.5533031731026,31.8406008136169,37.2401507630862,46.72418508673,40.9278869343884,44.5066986261905,46.4047772137562,44.1985716497466,44.0252939334864,41.6450844397557,39.7941755664725,40.0503202573446,41.1656734058794,45.2579894699512,45.2774652668358,40.9203597079782,40.7772506736029,39.3008946521494,40.7342551125698,40.3079728485682,37.4023721152433,37.6966739326132,39.8226362130004,41.4068196084486,43.660437153775,44.7593682441162,43.2648620202334,40.8768545143502,39.7306483434678,42.884002464466,41.9217455115402,39.9730026083629,37.8984031402096,37.1636069025751,39.3832182608172,42.9553228882356,37.7565299400504,41.4514320904608,38.4881000414607,42.7005103045881,
United States,7.10472327298394,6.86191186180852,6.81607710640912,6.87089996210894,7.15220510939723,7.1288700114768,7.45751083900715,7.3278405155519,7.77684269126727,7.86228332673078,8.35577673692428,8.30994519809541,8.86897959183673,10.5603593076755,14.1538461538462,13.2275471233214,13.7798905533138,14.0838796185936,14.5822495606327,16.0641242382544,17.4363143631436,16.4980668857529,14.6025343123586,13.5594684764322,14.6226028099682,13.6512617090422,13.7729491525424,14.4409117027389,15.4481321243012,15.7496553118738,15.8339535368992,15.6826850118873,16.0031620300872,16.2270579835635,17.1856205225001,18.4726234601548,18.6695823818555,19.2357778719797,18.6076078251916,18.8714869368885,20.6208631349254,18.6466547455027,17.8781609412476,18.2864498791617,19.8145577067972,20.9368108937415,22.0755837494939,22.640957484816,24.179571095832,18.944532774006,22.2630136738012,
Uruguay,27.8892205033496,24.8866893175171,22.4611052624559,22.2297787571331,19.1090336842838,18.0988090859372,19.3545275200558,20.6538835494352,21.1168817718792,19.8399201733333,21.6929114248843,15.4801191001133,19.4414003433011,15.2947723905238,21.2422095085373,26.5755321766346,30.913830217657,32.5047125116831,29.3946000147416,27.7730115584971,26.950650188712,25.8500476318261,23.2383256017709,35.9251053484943,35.2765943798507,34.1714685630244,33.2986801050163,31.6389796811332,31.1924901455574,33.1794774260882,32.6492348783753,28.9304307844288,29.1035426188426,26.4628832076258,26.8904912318504,25.7699596843356,27.8814044305116,26.9214357580766,25.9277500081078,23.3239358893655,25.2417974410732,24.5038128386256,28.1115754845132,36.4945706022664,44.1681466981123,42.0488770611122,44.9214145783836,43.3361055304043,49.434185321951,40.4535025190382,39.3181122426871,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9641079754494,46.2905344873701,63.9477304874724,55.6813877542664,45.5001207492384,37.1520487066981,40.0715838439203,48.4328549879643,50.9705300104358,57.7337498984153,63.7737737541799,58.8152662119899,58.6992010327901,64.4011174131252,70.1245116096353,60.2069608173067,51.9310683187545,
Vanuatu,,,,,,,,,,,,,,,,,,,,86.5176193160158,95.2186298546292,91.1425548779978,83.5501529841542,84.4504272633842,83.3617603102632,80.8417182682708,63.1890764805998,66.4964021363698,59.9143516162796,64.3678037872551,72.602198895687,53.4759400313979,54.042317426589,53.7004466237616,51.992986172628,52.5861000171884,52.2070469371783,50.4122440280239,48.4176116136808,46.2687904717854,41.5418736144868,42.6477454642476,41.9111829044743,42.1254032595069,45.4282956177454,47.5243957417828,61.1049439489986,52.9198258966723,62.3971580330268,59.411186730882,47.8090095670978,
Venezuela,40.5823919807942,38.3543582019918,36.9308524982256,33.582517988328,40.8365287360367,40.3605366281471,36.442656251485,43.1819574754716,38.7444437884206,40.2619286867099,38.7746123861918,36.1202990203935,35.349286883567,31.4212233678278,52.6045911592109,47.1134646474777,46.763046899032,48.3945778570298,45.0567259397694,44.8194642990117,46.2470293872161,45.1477199147137,38.5090562538736,25.9026666317706,42.4843722193014,38.9120759064483,29.1334439591461,44.6279377164718,39.3130707691919,50.0993019531751,52.803137679956,50.8404829260352,48.3150791895,46.8028638622126,44.7126177552517,41.5362831488133,48.2576633194351,44.8254564732154,36.7030161277974,35.751271992734,42.460958496224,36.6040982400073,42.786281319337,43.6319586713435,50.1081354149895,54.8013109923888,54.0632982458848,50.8112770755687,46.5207513799555,30.1078408586867,27.2008886717863,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,18.1273960975541,11.1783525704781,9.02665239779358,14.9230175483777,71.6793498739034,79.6763098103154,46.0317267032297,51.9046836979269,49.444069018405,60.6645994019568,65.6071202735731,74.6183600854765,77.3999080610148,76.6677880962718,81.1716552893194,96.6267810102483,95.599845194499,103.975627132375,114.797003834038,128.673916905608,130.77576558021,139.28060737602,156.646200525787,157.41812526905,130.731366035432,147.512593997014,
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0725881669122,45.2585560829378,49.6004580605678,63.93120329121,72.4920062761133,82.8169751395074,81.4596672091383,66.0619127972205,57.911031260476,58.2115047438474,66.4463737109929,59.2650193941283,58.5166424299803,62.8969508090315,58.0860812660865,65.5695690602559,66.7015748871161,68.3841650870197,67.3540842617276,61.4554220787031,58.8422374816698,
Zambia,81.8616727673442,82.5078035530909,75.0795290525158,74.5378981122817,83.7985393439449,77.7748754668991,83.5858149202261,81.5888380047522,77.2729529609949,78.352216802988,82.6384213186426,107.771652654507,70.6943337720696,68.907509136994,75.373183573673,71.2345702698314,65.4513104124603,62.3181772460104,52.4365500131908,63.2827858074295,67.8952575499598,58.381164124456,57.4763301945184,50.8052814047791,50.8181402018515,63.840619257327,69.9950807243475,74.5614678882734,54.0107178099534,56.4013495503585,76.9071292768839,56.2960414156732,48.7305102053451,49.9464599979441,45.4494571222968,50.03390100489,57.2423894109633,44.3434711265802,65.859305307383,60.1978910130972,54.9868741231649,56.8954953320662,55.4030235937227,58.3933607998101,68.5342563273416,60.844721729557,63.9553243643643,74.7258788267249,69.3894774174805,63.2930927537234,77.324840441487,
Zimbabwe,40.3612422903611,41.6724942694955,40.0858398226015,37.9470067518392,60.2734467760201,63.8747229704334,43.1359645736886,41.044393783598,40.3048824815538,36.9482514994352,39.7403394861363,39.4783852482184,37.0916861129904,39.1096617614155,43.3877185428135,42.6332600795897,36.9213443978287,36.37323599234,36.1513656773196,38.3001169157987,42.8515716154585,38.732433096501,34.1229758667352,30.1388435123454,35.4684405679011,38.0149266287312,39.1474182265825,39.0434063145151,37.6593899529829,38.183403119267,40.6770784945072,41.5090851794349,54.032659714367,51.5858670516828,59.8635112940548,67.1891174231965,60.9015634297307,66.0408316114055,75.1643850242776,58.5154907590711,56.622182393299,43.1139756005972,59.3335061983189,59.0125855855883,70.4626067475816,72.9772880847318,78.9875413726402,93.5382969452102,116.629226009242,88.5659474611025,84.2697090080602,
