Agricultural land (% of land area),1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Malaysia,,12.7834423984173,12.9447572667783,13.1030284583777,13.2612996499772,13.4195708415766,13.5778420331761,13.7361132247755,13.894384416375,14.0526556079744,14.2109267995739,14.3691979911733,14.5274691827728,14.6857403743722,14.8440115659717,14.9961954040481,15.1605539491706,15.2579516055395,15.2640389590625,15.2853446963932,15.3979607365698,15.5866686957845,16.1558362501902,16.8467508750571,17.4554862273627,18.149444528991,18.8251407700502,19.4551818596865,20.4595951909907,21.2266017348958,21.9875209252777,22.7514837924212,23.3602191447268,23.9993912646477,23.9993912646477,23.9993912646477,24.0115659716938,24.0146096484553,24.0146096484553,24.0146096484553,24.0146096484553,23.9537361132248,23.9537361132248,23.9537361132248,23.9537361132248,23.9537361132248,23.9537361132248,23.9537361132248,23.9537361132248,23.9537361132248,,
Maldives,,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,20,20,23.3333333333333,26.6666666666667,26.6666666666667,26.6666666666667,26.6666666666667,26.6666666666667,26.6666666666667,26.6666666666667,26.6666666666667,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,33.3333333333333,36.6666666666667,43.3333333333333,43.3333333333333,40,33.3333333333333,30,26.6666666666667,26.6666666666667,26.6666666666667,,
Mali,,25.9779214712463,25.9820191937321,25.986116916218,25.9902146387038,25.9943123611897,25.9975905391783,26.0025078061613,26.0025078061613,26.0025078061613,26.0434850310198,26.0434850310198,26.0434850310198,26.0434850310198,26.0844622558782,26.1254394807366,26.2885288356731,26.2868897466788,26.2868897466788,26.2909874691646,26.2909874691646,26.2934461026561,26.2934461026561,26.2934461026561,26.2934461026561,26.3098369925995,26.312295626091,26.312295626091,26.3262278825429,26.3262278825429,26.3262278825429,26.3344233275146,26.4163777772314,27.1515091911915,28.880748080217,29.0274465452102,30.0363058212246,30.855850318393,30.855850318393,30.855850318393,31.6950638834936,32.2400609741106,32.4777288782894,33.331694244339,32.5695178619723,33.0620641047706,33.122710397561,33.2300707266901,33.1923716798204,33.6840983781214,,
Malta,,56.25,53.125,50,46.875,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,40.625,40.625,43.75,43.75,43.75,40.625,40.625,40.625,40.625,40.625,40.625,40.625,40.625,40.625,40.625,40.625,40.625,40.625,40.625,40.625,34.375,34.375,31.25,28.125,28.125,28.125,31.25,31.25,31.25,31.25,28.125,28.125,28.125,28.125,28.125,,
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.2222222222222,72.2222222222222,72.2222222222222,72.2222222222222,72.2222222222222,72.2222222222222,72.2222222222222,72.2222222222222,72.2222222222222,77.7777777777778,77.7777777777778,77.7777777777778,77.7777777777778,72.2222222222222,72.2222222222222,,
Mauritania,,38.3448142039391,38.3448142039391,38.3457844183564,38.3457844183564,38.3457844183564,38.3457844183564,38.3457844183564,38.3457844183564,38.3554865625303,38.3554865625303,38.3166779858349,38.3166779858349,38.3040651984088,38.2749587658873,38.2710779082177,38.2739885514699,38.2749587658873,38.2710779082177,38.2739885514699,38.2885417677307,38.3079460560784,38.3273503444261,38.3467546327738,38.3574269913651,38.3768312797128,38.3962355680606,38.4156398564083,38.435044144756,38.4544484331037,38.4748229358688,38.4845250800427,38.4961676530513,38.50781022606,38.5466188027554,38.575725235277,38.5660230911031,38.5660230911031,38.5660230911031,38.5660230911031,38.5660230911031,38.5291549432425,38.4806442223731,38.4806442223731,38.4796740079558,38.4796740079558,38.4796740079558,38.4796740079558,38.4796740079558,38.4699718637819,,
Mauritius,,48.7684729064039,49.2610837438424,49.2610837438424,49.2610837438424,49.7536945812808,48.7684729064039,51.7241379310345,54.679802955665,54.679802955665,55.1724137931034,55.1724137931034,55.6650246305419,55.6650246305419,55.6650246305419,55.6650246305419,56.1576354679803,56.1576354679803,56.1576354679803,56.1576354679803,56.1576354679803,56.1576354679803,56.1576354679803,56.1576354679803,56.1576354679803,56.1576354679803,56.1576354679803,56.1576354679803,55.6650246305419,55.6650246305419,55.6650246305419,55.6650246305419,55.6650246305419,55.6650246305419,55.1724137931034,55.1724137931034,55.1724137931034,55.1724137931034,54.679802955665,54.679802955665,54.679802955665,54.679802955665,52.2167487684729,52.2167487684729,51.2315270935961,51.2315270935961,50.7389162561576,49.7536945812808,48.2758620689655,48.2758620689655,,
Mayotte,,40.5405405405405,40.5405405405405,40.5405405405405,40.5405405405405,43.2432432432432,43.2432432432432,43.2432432432432,43.2432432432432,43.2432432432432,43.2432432432432,43.2432432432432,43.2432432432432,43.2432432432432,43.2432432432432,43.2432432432432,43.2432432432432,43.2432432432432,45.945945945946,45.945945945946,45.945945945946,45.945945945946,45.945945945946,45.945945945946,45.945945945946,45.945945945946,45.945945945946,45.945945945946,45.945945945946,48.6486486486486,48.6486486486486,48.6486486486486,48.6486486486486,48.6486486486486,51.3513513513514,51.3513513513514,51.3513513513514,51.3513513513514,54.0540540540541,54.0540540540541,54.0540540540541,54.0540540540541,54.0540540540541,54.0540540540541,54.0540540540541,54.0540540540541,54.0540540540541,54.0540540540541,54.0540540540541,54.0540540540541,,
Mexico,,50.538336891381,50.5048998173821,50.468890660768,50.4380256693845,50.4020165127704,50.3685794387716,50.3299981995422,50.2939890429281,50.2631240515445,50.2260860618843,50.2991332081586,50.3711515213869,50.4534581650763,50.5151881478433,50.5872064610715,50.6849456004527,50.7723964093727,50.8444147226009,50.9112888705985,51.029604670902,51.055325497055,51.1263149772371,51.15203580339,51.15203580339,51.5445356104838,51.9560688289308,52.3161603950719,52.676251961213,53.0363435273541,53.3964350934952,53.7565266596363,54.1166182257774,54.4767097919185,54.8368013580596,55.1454512718948,55.1454512718948,55.1454512718948,54.9396846626714,54.682476401142,54.4252681396126,54.2195015303892,53.9622932688598,53.7565266596363,53.5507600504128,53.2421101365776,52.7276936135189,52.6664780472749,52.9344890557885,52.8989943156974,,
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.4285714285714,31.4285714285714,31.4285714285714,31.4285714285714,31.4285714285714,31.4285714285714,31.4285714285714,31.4285714285714,31.4285714285714,31.4285714285714,31.4285714285714,31.4285714285714,31.4285714285714,31.4285714285714,31.4285714285714,,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.8825676909036,77.6024279210926,77.6259866423801,77.6191922259338,77.6191922259338,77.6427703523694,77.6663628076572,77.7203647416413,77.3722627737226,77.220194647202,77.0681265206813,76.9090355947673,76.7031630170316,75.9805411979325,75.4940711462451,75.554879902706,75.4332623897841,75.15962298571,,
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,,90.5552408661397,90.5552408661397,90.5552408661397,90.5539535003476,90.5552408661397,90.5552408661397,90.5552408661397,90.5552408661397,90.5352866963619,90.5558845490358,90.5500914029712,90.5552408661397,90.5552408661397,90.5558845490358,90.5552408661397,80.8156749658848,81.0879528309174,81.050619222946,80.2756250160921,80.1945209711888,80.1507505342568,80.1546126316331,80.4455573006514,80.208038312006,80.1951646540848,80.1597620948016,80.3902005715904,80.6116274878344,80.8028013079636,80.8826179870748,81.1877236798064,79.5527691238188,76.6780813100234,76.2564690131054,76.2564690131054,76.2564690131054,76.1779396997863,76.1457555549834,83.8602950642396,83.9813074486985,83.8718813563686,83.7894899456732,74.3988001750818,74.3183398130745,74.1741548443575,74.6923195756842,74.6646412111537,74.5545714359278,74.5384793635264,,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.2899628252788,38.2156133828996,38.1412639405204,38.2156133828996,,
Morocco,,52.3591880629117,52.8296814087915,53.4346014249227,54.017116996012,54.7116547923108,55.4241161446431,55.872205045481,56.5443383967379,56.9722632970381,57.5906259801945,60.0707980463324,58.6324326746426,59.2090522070356,59.6683844947345,60.3114496975129,60.8335200537755,61.6177459108223,62.5543356486668,62.7470311449698,64.8218686981851,65.1803719471208,65.3753080887296,65.590410038091,65.8391216670401,65.870490701322,66.0923145866009,66.4709836432893,66.6457539771454,67.3627604750168,67.9879005153484,68.0147882590186,68.5995966838449,68.8124579879005,69.3793412502801,68.8976025095227,69.3838225408918,69.2247367241766,69.4062289939503,68.7721263723952,68.6802599148555,68.0483979386063,67.8534617969975,69.1821644633654,67.3112256329823,67.1947120770782,67.0983643289267,67.1297333632086,67.1767869146314,67.3425946672642,,
Mozambique,,59.3211933162084,59.335181464432,59.347897962817,59.358071161525,59.37078765991,59.378417558941,59.411480454742,59.538645438592,59.6708970217961,59.7789872580686,59.7789872580686,59.8031486050001,59.8692743966022,59.8692743966022,59.8947073933722,59.8947073933722,59.8947073933722,59.8947073933722,59.8947073933722,59.8947073933722,59.9582898852972,60.0600218723772,60.0600218723772,60.1871868562273,60.2507693481523,60.3143518400773,60.4415168239274,60.5050993158524,60.5686818077774,60.6322642997024,60.6958467916275,60.7212797883975,60.7212797883975,60.7848622803225,60.8865942674025,61.0201175004451,61.2108649762202,61.3380299600702,61.2808057173377,61.2299397237977,61.3571047076477,61.9293471349729,61.9929296268979,62.120094610748,61.9929296268979,62.3744245784481,62.3744245784481,62.3744245784481,62.6923370380732,,
Myanmar,,15.9592373840928,16.0204425130826,16.0770572573982,16.2499617467944,16.1933470024788,16.4335771337638,16.4748905958319,16.4764207240567,16.4748905958319,16.5269149554733,16.5330354683722,16.5330354683722,15.7939835358203,15.8108149462925,15.8322367414389,15.8551886648101,15.8460078954616,15.8628393059338,15.8781405881813,15.8903816139792,15.9454662300701,15.976068794565,15.9714784098908,15.9469963582948,15.957707255868,15.9668880252165,15.9469963582948,15.8720200752823,15.9056828962267,15.9561771276433,15.9378155889464,15.9102732809009,15.9837194356887,15.9454662300701,15.9898399485877,16.0724668727239,16.0954187960951,16.0862380267466,16.2331303363222,16.5437463659455,16.7380726504881,16.7166508553417,16.8038681641522,16.9599951026905,17.2385820986898,17.7467978637122,18.337617823479,18.7859591137226,19.0353776472028,,
Namibia,,46.9360735585274,46.9360735585274,46.9360735585274,46.940932113836,46.940932113836,46.940932113836,46.9445760303174,46.9445760303174,46.9445760303174,46.9470053079717,46.949434585626,46.949434585626,46.949434585626,46.949434585626,46.949434585626,46.9518638632802,46.9518638632802,46.9530785021074,46.9530785021074,46.9542931409345,46.9542931409345,46.9542931409345,46.9603663350703,46.9603663350703,46.9603663350703,46.9603663350703,46.9603663350703,46.9603663350703,46.9603663350703,46.9603663350703,46.9603663350703,46.9603663350703,47.0065226105018,47.067254551859,47.1522792697591,47.1522792697591,47.1522792697591,47.1522792697591,47.1522792697591,47.1522792697591,47.1522792697591,47.1522792697591,47.1522792697591,47.1522792697591,47.1522792697591,47.1522792697591,47.1377036038334,47.1377036038334,47.1377036038334,,
Nepal,,24.6923076923077,24.6923076923077,24.7622377622378,24.6923076923077,24.6923076923077,24.6923076923077,24.7902097902098,24.7902097902098,24.7902097902098,25.7342657342657,25.7342657342657,26.4475524475524,27.2237762237762,27.9300699300699,28.1328671328671,28.3846153846154,28.6293706293706,28.8041958041958,29.048951048951,29.2937062937063,29.4825174825175,29.6643356643357,29.8391608391608,30.048951048951,30.2097902097902,29.6783216783217,29.3426573426573,29.006993006993,29.020979020979,29.041958041958,29.020979020979,29.0629370629371,29.0629370629371,29.0629370629371,29.0629370629371,29.0629370629371,29.0979020979021,29.1328671328671,29.1818181818182,29.4733170561563,29.5709801185909,29.3826299267527,29.3686780606906,29.3686780606906,29.3686780606906,29.3686780606906,29.3686780606906,29.3686780606906,29.6477153819323,,
Netherlands,,68.542654028436,68.2168246445498,67.8021327014218,67.1800947867298,66.7950236966825,66.4988151658768,66.3210900473934,65.9656398104265,65.4620853080569,64.9585308056872,63.0331753554502,62.6184834123223,62.2334123222749,62.0260663507109,61.6706161137441,61.404028436019,61.0189573459716,60.6042654028436,60.2488151658768,59.8341232227488,59.5675355450237,59.3898104265403,59.5082938388626,59.7156398104265,59.8045023696682,59.686018957346,59.6563981042654,59.5971563981043,59.3601895734597,59.4194312796208,58.9751184834123,58.8270142180095,58.8862559241706,58.382701421801,58.175355450237,58.6789099526066,58.2345971563981,58.4419431279621,58.2642180094787,57.9383886255924,57.1978672985782,57.7310426540284,56.9609004739336,57.7310426540284,57.3755924170616,56.8424170616114,56.6943127962085,57.1386255924171,56.833679217314,,
New Caledonia,,14.2778993435449,14.2778993435449,14.2778993435449,14.3326039387309,14.3326039387309,14.3326039387309,14.3326039387309,14.3873085339168,14.3873085339168,14.3873085339168,14.3873085339168,14.4420131291028,14.4420131291028,14.4420131291028,14.4420131291028,14.4967177242888,14.4967177242888,14.4967177242888,14.4967177242888,14.4967177242888,14.4967177242888,14.8796498905908,15.3172866520788,15.8643326039387,15.2078774617068,14.6061269146608,14.0043763676149,13.4573304157549,12.910284463895,12.691466083151,12.527352297593,12.582056892779,12.582056892779,12.636761487965,12.746170678337,12.855579868709,13.019693654267,13.1291028446389,13.2385120350109,13.3479212253829,13.4573304157549,13.5667396061269,13.6214442013129,13.6761487964989,13.7308533916849,13.7855579868709,13.7855579868709,13.7855579868709,13.7308533916849,,
New Zealand,,59.9179674148342,60.2217918043371,60.3585127796134,60.4458622915954,60.2028027799932,60.1116554631423,60.1724203410429,60.1572291215677,59.5609737571684,59.5381869279556,59.5116022938741,60.9965439975694,60.8484296076868,60.7610800957047,62.2042459458433,63.4803083817553,63.0853366754016,63.7917283809958,63.362576430823,63.8297064296836,65.8235539857962,63.5334776499184,63.5372754547871,62.9638069196005,62.458698872052,62.6979605787855,62.5498461889028,62.0371425316167,61.7371159469826,61.4560783866925,61.216816679959,60.612965705822,60.4572557062018,57.4076183965668,56.872127910068,56.6024837643842,56.5986859595154,56.5986859595154,56.5986859595154,58.5355664425962,58.5545554669401,45.9496411074399,45.0343701340625,45.1558998898637,44.4798906232198,43.2000303824389,43.625384527743,43.1962325775702,43.6367779423493,,
Nicaragua,,28.5025760345687,28.5025760345687,28.8183480139604,28.9845437925877,29.2338374605285,29.7490443742729,29.7490443742729,29.7490443742729,29.7905933189297,29.7905933189297,29.9567890975569,29.9983380422137,30.0814359315273,30.164533820841,30.164533820841,30.164533820841,30.9955127139771,31.0370616586339,31.0786106032907,31.1201595479475,31.8015622403191,31.8181818181818,31.8264916071132,32.2669104204753,32.0342363303972,32.0508559082599,32.3167691540635,32.7405683895629,33.180987202925,33.4469004487286,33.7377430613262,34.2363303972079,34.8180156224032,35.067309290344,37.8344690044873,38.6737576865548,39.8620575037394,40.634867874356,41.4076782449726,42.3300648163537,42.7455542629217,43.4934352667442,44.0418813362141,43.2524513877348,44.0418813362141,43.3770982217052,43.210902443078,42.7621738407844,42.7621738407844,,
Niger,,24.8677666377201,24.8677666377201,24.8677666377201,24.8677666377201,24.8677666377201,24.8677666377201,24.8677666377201,25.4022262572038,25.4014368042946,24.6309307649799,24.6546143522539,24.6127733480698,24.3262019420542,23.5099076340096,23.5099076340096,23.5099076340096,23.5099076340096,23.5099076340096,23.6504302518355,24.2519933685956,23.9046340885766,23.9677903213073,24.4809347122444,24.2993605431436,24.2993605431436,24.6940869977106,24.4825136180627,24.7098760558933,24.7927686113523,26.0890502881503,26.924291466014,27.630851819689,27.630851819689,27.630851819689,28.4203047288229,28.4203047288229,28.4203047288229,28.4203047288229,29.2097576379569,29.2097576379569,29.9992105470909,29.9992105470909,30.3244651456541,30.3718323202021,33.918844240941,33.9377911107602,34.5638272677035,34.5638272677035,34.5638272677035,,
Nigeria,,75.5404767394622,75.6502739440254,75.7600711485886,75.880848073608,75.9906452781712,76.0565236009091,76.1443613645597,76.1443613645597,76.5835501828124,76.7482459896571,76.7482459896571,76.7482459896571,76.7482459896571,76.7482459896571,76.8580431942203,76.9678403987834,77.1325362056282,77.1325362056282,77.1984145283661,77.2807624317885,77.2807624317885,77.4597318752264,77.6376033466188,77.8165727900568,77.9944442614491,78.3512851762794,78.4852377658465,78.7377713363418,78.931014416373,79.1352372168605,79.4218079207703,79.5557605103374,79.6897130999045,79.8225677174259,79.965304083358,78.1305927951074,76.7899689273911,78.7663186095282,78.8343928763574,78.889291478639,78.9441900809205,81.0303369676208,81.140134172184,81.798917399563,83.9948614908264,85.641819559274,85.641819559274,85.0928335364582,81.798917399563,,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.69565217391304,8.69565217391304,8.69565217391304,6.52173913043478,6.52173913043478,6.52173913043478,6.52173913043478,6.52173913043478,6.52173913043478,6.52173913043478,6.52173913043478,6.52173913043478,6.52173913043478,6.52173913043478,6.52173913043478,,
Norway,,3.398185881425,3.3883265413435,3.378467201262,3.34888918101748,3.32259760746681,3.3028789273038,3.28644669383463,3.26672801367162,3.24043644012094,3.13527014591823,3.05968187196004,2.99066649138951,2.9709478112265,2.961088471145,2.95122913106349,2.94465623767582,2.95451557775733,2.95780202445116,3.13527014591823,3.07611410542921,3.07611410542921,3.09583278559222,3.10569212567372,3.13527014591823,3.14512948599974,3.18456684632575,3.18785329301959,3.2075719731826,3.25686867359011,3.2075719731826,3.31931116077297,3.29630603391613,3.32917050085448,3.38504009464966,3.70382542395162,3.7202576574208,3.41133166820034,3.44090968844485,3.41133166820034,3.42447745497568,3.44090968844485,3.43762324175102,3.41790456158801,3.41790456158801,3.40475877481267,3.40147232811884,3.39161298803733,3.35221134644973,3.31947490751956,,
Oman,,3.34410339256866,3.34410339256866,3.34410339256866,3.34733441033926,3.34733441033926,3.34733441033926,3.35379644588045,3.36025848142165,3.36025848142165,3.36672051696284,3.36672051696284,3.37318255250404,3.37641357027464,3.37964458804523,3.38287560581583,3.38610662358643,3.38933764135703,3.39579967689822,3.39579967689822,3.39579967689822,3.39579967689822,3.39579967689822,3.40872374798061,3.421647819063,3.4281098546042,3.44749596122779,3.45718901453958,3.46688206785137,3.47980613893376,3.48949919224556,3.48949919224556,3.49919224555735,3.46365105008078,3.46365105008078,3.46042003231018,3.46042003231018,3.45718901453958,3.46042003231018,3.46042003231018,3.46688206785137,3.46688206785137,3.46688206785137,3.46688206785137,5.72536348949919,5.70274636510501,5.69628432956381,5.70274636510501,5.7092084006462,5.93214862681745,,
Pakistan,,28.3844437525944,28.7697177251972,28.9279784142798,30.8037567455376,31.4744188459942,32.0309256953093,31.4718244084682,31.438096720631,31.438096720631,31.5639269406393,31.4951743462017,31.2746471564965,31.6274906600249,31.8532067247821,32.2099418845994,32.1191365711914,32.5731631382316,32.4045246990452,32.7288293897883,32.8196347031964,32.8715234537152,32.9882731423827,32.8715234537152,32.8585512660855,33.2217725197177,33.3125778331258,33.6239103362391,34.7914072229141,33.7536322125363,33.6498547114985,33.675799086758,33.8055209630552,34.2465753424658,34.3892694063927,34.4411581569116,34.609796596098,34.9989622249896,34.9859900373599,34.8692403486924,34.9600456621005,35.2324616023246,35.3751556662516,35.3232669157327,35.0638231631382,35.1027397260274,35.401100041511,34.8692403486924,34.0909090909091,34.0909090909091,,
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8695652173913,10.8695652173913,10.8695652173913,10.8695652173913,10.8695652173913,10.8695652173913,10.8695652173913,10.8695652173913,10.8695652173913,10.8695652173913,10.8695652173913,10.8695652173913,10.8695652173913,10.8695652173913,10.8695652173913,,
Panama,,21.8455743879473,21.9800914716169,22.1146085552865,22.1684153887544,22.302932472424,22.4374495560936,22.4509012644606,22.5854183481302,22.6930320150659,22.652676889965,23.0427764326069,23.4463276836158,23.7153618509551,24.0112994350282,24.2937853107345,24.5762711864407,24.8722087705139,24.8856604788808,24.9125638956147,24.9529190207156,25.3161151466236,25.7465698143664,26.1097659402744,26.4460586494485,26.8361581920904,27.1724509012645,27.5087436104385,27.8450363196126,28.2485875706215,28.5714285714286,28.7059456550982,28.9211729889696,28.9211729889696,28.7193973634652,28.6790422383643,28.6790422383643,28.7866559053,28.9077212806026,29.0153349475383,29.9973096583266,29.9973096583266,29.9973096583266,29.9973096583266,29.9973096583266,29.9973096583266,29.9973096583266,29.9973096583266,29.9973096583266,29.9973096583266,,
Papua New Guinea,,1.09305304067482,1.09305304067482,1.09305304067482,1.11513492028441,1.11513492028441,1.12838404805017,1.22775250629334,1.29178995716115,1.36024378395089,1.41544848297487,1.47727774588173,1.49935962549132,1.52144150510091,1.54131519674955,1.5766462041249,1.59872808373449,1.62301815130504,1.66939009848518,1.69588835401669,1.70472110586053,1.71797023362629,1.70030472993861,1.69368016605573,1.71134566974341,1.78421587245506,1.83279600759617,1.86812701497151,1.90566621030782,1.92112352603454,1.93658084176125,1.94762178156605,1.95866272137084,1.9719118491366,1.9829527889414,2.06244755553593,2.10881950271607,2.12427681844279,2.1507750739743,2.19273064523252,2.21922890076403,2.23026984056883,2.20818796095924,2.21922890076403,2.25235172017842,2.27443359978801,2.29651547939761,2.29651547939761,2.62774367354149,2.53941615510312,,
Paraguay,,26.2043795620438,26.4837654165618,26.7807701988422,27.1130128366474,27.4226025673295,27.7372262773723,27.9914422350868,28.2330732443997,28.4847722124339,28.7364711804682,28.9906871381827,29.242386106217,29.6149005789076,30.286936823559,30.8431915429147,31.39692927259,31.9254971054619,31.2232569846464,31.7518248175182,32.808960483262,33.8711301283665,34.9685376289957,36.3201610873395,37.6717845456834,39.0108230556255,41.6586961993456,42.9096400704757,43.0027686886484,43.095897306821,43.1890259249937,43.279637553486,43.6571860055374,43.6571860055374,40.3523785552479,41.4246161590737,47.8756607097911,48.2532091618424,49.33803171407,50.5487037503146,51.1578152529575,50.8431915429147,49.2851749307828,48.6936823559023,49.433677321923,50.1887742260257,50.9312861817267,51.6737981374276,52.4465139692927,52.6050843191543,,
Peru,,13.246875,13.35859375,13.6171875,13.803125,13.8671875,13.80859375,13.815625,13.890625,13.92109375,13.99453125,14.0015625,14.275,14.31171875,14.31171875,14.31953125,14.38984375,14.4859375,14.5265625,14.5546875,14.59296875,14.6125,14.6515625,14.6890625,14.72890625,14.73828125,14.7609375,14.78046875,14.78828125,14.79609375,17.059375,17.10625,17.153125,17.1609375,16.69375,16.58984375,16.51484375,16.41875,16.43828125,16.4921875,16.55078125,16.5234375,16.53125,16.578125,16.625,16.6796875,16.71875,16.734375,16.7421875,16.75,,
Philippines,,25.859987929994,26.1248575068732,26.3930798632066,27.3318581103735,27.2648025212902,27.2580969623818,27.8448333668611,27.7643666599611,27.6704888352444,27.861597264132,27.7576611010528,28.2639307986321,28.8233913422526,29.7193064824441,30.8280511117819,32.4445785961029,33.8397558439816,34.007445417044,34.8593084482007,35.6340342757487,35.7849548915048,36.0197202937921,36.153871952242,36.2880236106919,36.5898648422041,36.8246302444914,36.9587819029413,37.0929335613912,37.227085219841,37.3612368782909,37.4182513331321,37.2773920917597,37.1097025186974,36.942012945635,36.942012945635,37.2438541771473,38.0152262132341,38.8536740785458,38.6859845054835,37.5088037025858,37.3411141295234,37.3444679209847,37.4618506221283,38.0655330851528,38.0655330851528,38.5686018043398,39.0716705235268,39.5747392427139,40.0778079619009,,
Poland,,66.6994879873966,66.5025600630169,66.2465537613234,66.0693186293816,65.4654063279506,65.4686884600236,65.0485755546803,64.9107260076146,64.1886569515557,64.1427071025338,64.027832479979,63.5781803859787,63.434648460579,63.2164664171755,63.1143504382941,63.0302035456336,62.9050792921168,62.7474800538464,62.5426845285001,62.4121626058974,62.0956884379207,62.0353342965979,61.9979639420709,62.1970443349754,62.11698249532,62.0061089762538,61.9753005320896,61.8163902118574,61.7777485793122,61.7337888443598,61.6023914328888,61.569542080021,61.4775638919913,61.4573409113309,61.1801038175964,60.6978577999737,60.6420028913129,60.5940138647042,60.5697200683401,60.4974372453673,58.4458682437983,55.1732018675112,52.7984587251829,53.6542885310549,51.9243952600137,52.4435534229467,53.1700903861956,53.099730458221,52.9881656804734,,
Portugal,,42.3497267759563,42.4153005464481,42.4808743169399,42.5464480874317,42.6120218579235,42.6775956284153,42.7431693989071,42.7650273224044,42.8743169398907,42.9398907103825,43.0054644808743,43.0710382513661,43.1256830601093,43.1803278688525,43.2349726775956,43.2896174863388,43.344262295082,43.3989071038251,43.4535519125683,43.4863387978142,43.5191256830601,43.551912568306,43.5846994535519,43.6174863387978,43.6502732240437,43.6830601092896,43.7267759562842,43.7704918032787,43.7704918032787,43.3114754098361,42.8415300546448,42.3825136612022,43.2677595628415,43.1912568306011,42.8852459016393,40.7650273224044,39.1475409836066,41.2021857923497,42.2185792349727,41.8579234972678,41.4754098360656,42.0327868852459,41.6612021857924,41.7158469945355,41.5983382529791,41.1829014977588,40.2208374330382,40.8002623811086,40.2755001639882,,
Puerto Rico,,69.4475760992108,67.7564825253664,68.2074408117249,65.9526493799324,68.6583990980834,65.5016910935738,64.0360766629087,63.8105975197294,63.3596392333709,62.2322435174746,59.7519729425028,58.0608793686584,55.467869222097,55.6933483652762,55.5806087936866,55.5806087936866,55.3551296505073,55.8060879368658,54.7914317925592,53.5512965050733,52.6493799323563,52.6493799323563,52.5366403607666,52.3111612175874,51.9729425028185,52.1984216459978,52.0856820744081,52.0856820744081,50.7328072153326,49.0417136414882,47.3506200676437,46.2232243517475,35.0620067643743,34.836527621195,34.836527621195,34.836527621195,32.8072153325817,30.6651634723788,29.1995490417136,27.8466741826381,26.3810597519729,25.0281848928974,24.23900789177,24.23900789177,22.7733934611048,22.6606538895152,21.3077790304397,21.0822998872604,21.4205186020293,,
Qatar,,4.40034512510785,4.40034512510785,4.40034512510785,4.40034512510785,4.40034512510785,4.40034512510785,4.40034512510785,4.40034512510785,4.40034512510785,4.40034512510785,4.40034512510785,4.40034512510785,4.40034512510785,4.48662640207075,4.48662640207075,4.48662640207075,4.48662640207075,4.48662640207075,4.57290767903365,4.74547023295945,4.83175150992235,4.91803278688525,5.00431406384814,5.09059534081104,5.09059534081104,5.17687661777394,5.26315789473684,5.26315789473684,5.17687661777394,5.26315789473684,5.26315789473684,5.52200172562554,5.60828300258844,5.60828300258844,5.60828300258844,5.69456427955134,5.69456427955134,5.69456427955134,5.69456427955134,5.69456427955134,5.69456427955134,5.69456427955134,5.69456427955134,5.69456427955134,5.60828300258844,5.60828300258844,5.60828300258844,5.52200172562554,5.60828300258844,,
Romania,,63.3889033602501,63.7666058869497,63.922896587653,64.0010419380047,64.2137709472953,64.4047929148216,64.4178171398802,64.9995658591647,64.9822002257532,64.8172267083442,64.8389337501085,64.8736650169315,64.7043500911696,64.8128852999913,64.8866892419901,64.9257619171659,64.9474689589303,64.9691760006946,64.9778588174004,64.9648345923418,64.8953720586958,64.9604931839889,65.0386385343406,65.0863940262221,65.2079534601025,65.2860988104541,65.524876269862,65.5943388035078,64.3470678003052,64.3950294310006,64.4905430140329,64.4556785496383,64.4687527237863,64.4764933989804,64.4777550220053,64.4039735099338,64.4708752668496,64.2318916329108,64.3771777003484,64.6772016890862,64.420356101171,64.4625222952103,64.3618177864753,61.4347826086956,61.6575354378642,61.0444386468388,58.9238331375875,58.9212701174424,58.7803181778666,,
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5223719413421,13.3524103848487,13.2901907232197,13.2125399459531,13.1952331059546,13.3093386817595,13.2643318906314,13.2281702241387,13.2566688683588,13.2390216624218,13.2257977869402,13.2029341345878,13.1846021330511,13.1661598924145,13.1573709193088,13.1558444571717,13.1584362579663,13.1625273938182,,
